8 machines found
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
CRF loss
Parsing training data: ./train_petsc.txt
Parsing test data: ./test_petsc.txt
Data loading completed
====================  Summary of settings =================
Training data: ./train_petsc.txt
Test data: ./test_petsc.txt
loss: CRF, lambda: 1.000000e-04, Processors: 8
dim: 129, classes: 26
Train: #word=3438, #letter=25953
Test: #word=3439, #letter=26198
===========================================================
iter fn.val gap time feval.num train_lett_err train_word_err test_lett_err test_word_err 
41 2.42923 0.112613 14.9236 43 11.073864 40.226876 15.474464 50.886886
42 2.40914 0.109213 15.255 44 10.981389 40.255963 15.321780 50.712416
43 2.38505 0.208147 15.5992 45 10.881208 40.255963 15.401939 51.061355
44 2.35997 0.097341 15.9451 46 10.650021 40.023269 15.176731 50.654260
45 2.34655 0.0874927 16.2977 47 10.522868 39.819663 15.142377 50.799651
46 2.32551 0.0987169 16.6441 48 10.526721 39.790576 15.104206 51.119511
47 2.31413 0.170599 17.0028 49 10.534428 39.470622 15.127109 50.479791
48 2.29552 0.0776341 17.3458 50 10.345625 39.267016 14.936255 50.363478
49 2.28507 0.0639616 17.6886 51 10.241591 38.743455 14.928621 50.247165
50 2.2749 0.0807199 18.0223 52 10.176088 38.801629 14.875181 50.276243
51 2.26695 0.221755 18.3437 53 10.214619 38.917976 14.905718 50.421634
52 2.25195 0.0800493 18.6621 54 10.064347 38.656195 14.833193 50.276243
53 2.24283 0.0609804 18.9778 55 9.983432 38.510762 14.787388 50.218087
54 2.23488 0.0748072 19.3118 56 10.025816 38.452589 14.814108 50.247165
55 2.22165 0.101899 19.6475 57 9.906369 37.783595 14.802657 50.189008
56 2.21812 0.19131 19.9764 58 10.048935 38.103549 14.795023 49.752835
57 2.20298 0.0571676 20.3411 59 9.810041 37.056428 14.783571 50.014539
58 2.19781 0.0484414 20.7006 60 9.759951 37.201862 14.745400 49.810992
59 2.19039 0.0642768 21.0506 61 9.729126 37.318208 14.657607 49.607444
60 2.18489 0.168807 21.4102 62 9.756098 37.318208 14.726315 49.781913
61 2.17643 0.0724757 21.7729 63 9.713713 37.260035 14.653790 49.549288
62 2.17049 0.0473301 22.1479 64 9.659770 37.056428 14.684327 49.549288
63 2.1658 0.0563567 22.5649 65 9.582707 36.940081 14.676693 49.607444
64 2.15811 0.0621675 22.8944 66 9.478673 36.823735 14.508741 49.142192
65 2.15694 0.184458 23.2558 67 9.482526 36.823735 14.554546 49.171271
66 2.14468 0.0551163 23.5994 68 9.551882 37.027341 14.436217 48.880489
67 2.14063 0.0352702 23.9367 69 9.540323 37.114602 14.451485 48.764176
68 2.13557 0.0439559 24.2878 70 9.486379 36.969168 14.420948 48.880489
69 2.13043 0.0848231 24.6523 71 9.532617 36.969168 14.436217 48.851410
70 2.12488 0.0447805 24.9827 72 9.459407 36.765561 14.394229 49.025880
71 2.12136 0.0374566 25.3267 73 9.459407 36.620128 14.371326 48.880489
72 2.11749 0.0493719 25.6628 74 9.359226 36.649215 14.378960 48.909567
73 2.11428 0.0410389 25.9913 75 9.309136 36.242001 14.359875 48.676941
74 2.11047 0.0375947 26.4247 76 9.232073 36.125654 14.466753 48.618785
75 2.10586 0.0847052 26.8316 77 9.043271 35.369401 14.371326 48.618785
76 2.10234 0.0529195 27.1874 78 9.008592 35.427574 14.447668 48.967723
77 2.10055 0.0261745 27.518 79 8.966208 35.340314 14.436217 48.880489
78 2.09892 0.0246182 27.8685 80 8.973914 35.514834 14.413314 48.764176
79 2.09586 0.0572502 28.2089 81 9.000886 35.514834 14.443851 48.822332
80 2.09259 0.0475911 28.5415 82 8.962355 35.398487 14.482022 49.142192
81 2.08974 0.0282412 28.8637 83 8.939236 35.282141 14.474387 49.054958
82 2.08664 0.0257726 29.2145 84 8.877586 35.165794 14.443851 48.938645
83 2.08498 0.0447507 29.5377 85 8.927677 34.991274 14.340789 48.735097
84 2.08279 0.0263481 29.8603 86 8.869880 35.020361 14.344606 48.793254
85 2.07945 0.0266356 30.1795 87 8.819790 34.933101 14.398046 48.880489
86 2.07713 0.0434765 30.5043 88 8.896852 35.136707 14.390411 48.851410
87 2.07473 0.0289937 30.9362 89 8.785112 34.787667 14.291167 48.502472
88 2.07291 0.0258703 31.2744 90 8.808230 34.787667 14.310253 48.735097
89 2.07077 0.0427732 31.6047 91 8.673371 34.438627 14.317887 48.589706
90 2.06925 0.0354442 32.0242 92 8.684930 34.525887 14.378960 48.851410
91 2.06808 0.0251867 32.4503 93 8.746580 34.642234 14.394229 48.967723
92 2.0661 0.0216317 32.7812 94 8.735021 34.525887 14.375143 48.880489
93 2.06551 0.0489893 33.2251 95 8.750433 34.351367 14.356058 48.909567
94 2.06441 0.025559 33.6373 96 8.758140 34.380454 14.386594 48.967723
95 2.06298 0.0182102 33.9859 97 8.781258 34.438627 14.336972 48.706019
96 2.06202 0.0217987 34.4394 98 8.731168 34.351367 14.329338 48.531550
97 2.06037 0.0333357 34.8101 99 8.727315 34.496800 14.325521 48.618785
98 2.05968 0.0588347 35.1529 100 8.684930 34.380454 14.268265 48.444315
99 2.05821 0.0167764 35.4959 101 8.700343 34.554974 14.264448 48.444315
100 2.05767 0.0159544 35.832 102 8.700343 34.467714 14.287350 48.531550
101 2.05672 0.0207968 36.163 103 8.731168 34.496800 14.298801 48.589706
102 2.05563 0.0403816 36.5455 104 8.708049 34.525887 14.272082 48.531550
103 2.05437 0.0207262 36.8755 105 8.723462 34.700407 14.241545 48.415237
104 2.05365 0.0137298 37.2076 106 8.684930 34.700407 14.222460 48.473393
105 2.05287 0.0167392 37.5581 107 8.665665 34.729494 14.245362 48.444315
106 2.05227 0.0355208 37.904 108 8.773552 34.758581 14.302619 48.386159
107 2.05146 0.0184063 38.2356 109 8.738874 34.671321 14.317887 48.473393
108 2.05053 0.0144714 38.5765 110 8.704196 34.642234 14.298801 48.415237
109 2.04992 0.0162519 38.9247 111 8.723462 34.671321 14.260631 48.444315
110 2.04935 0.0510329 39.2551 112 8.684930 34.525887 14.191923 48.269846
111 2.04791 0.0162411 39.6152 113 8.708049 34.758581 14.172838 48.328002
112 2.04742 0.0114905 39.9486 114 8.708049 34.700407 14.176655 48.269846
113 2.04685 0.0173544 40.2717 115 8.719609 34.787667 14.169021 48.298924
114 2.04652 0.0382217 40.6896 116 8.738874 34.729494 14.207191 48.298924
115 2.0459 0.0158488 41.0254 117 8.700343 34.613147 14.149935 48.211689
116 2.04535 0.0128097 41.4409 118 8.692637 34.584061 14.153752 48.240768
117 2.04487 0.0159646 41.7858 119 8.723462 34.554974 14.172838 48.298924
118 2.04418 0.0261925 42.1245 120 8.723462 34.409540 14.134667 48.240768
119 2.04353 0.0182824 42.5432 121 8.731168 34.496800 14.115581 48.211689
120 2.04318 0.0100236 42.9062 122 8.742727 34.584061 14.153752 48.124455
121 2.04268 0.0133794 43.2391 123 8.719609 34.525887 14.218643 48.298924
122 2.04226 0.0156956 43.6095 124 8.715755 34.525887 14.214826 48.415237
123 2.04174 0.0148003 43.9428 125 8.669518 34.322280 14.161386 48.444315
124 2.04127 0.0113329 44.2792 126 8.715755 34.525887 14.153752 48.357081
125 2.04072 0.0150591 44.6315 127 8.715755 34.264107 14.230094 48.444315
126 2.04037 0.016423 45.0246 128 8.681077 34.176847 14.199557 48.386159
127 2.04008 0.0104115 45.3484 129 8.688784 34.264107 14.218643 48.502472
128 2.03973 0.00962722 45.6631 130 8.638693 34.147760 14.211008 48.502472
129 2.03938 0.0175802 45.9853 131 8.669518 34.235020 14.203374 48.473393
130 2.03897 0.0116504 46.3039 132 8.630987 34.205934 14.264448 48.502472
131 2.03867 0.00975517 46.6291 133 8.615574 34.176847 14.287350 48.589706
132 2.03833 0.0105464 46.9503 134 8.642546 34.205934 14.275899 48.473393
133 2.03804 0.011323 47.2825 135 8.673371 34.176847 14.294984 48.444315
134 2.03773 0.011801 47.6305 136 8.719609 34.264107 14.283533 48.444315
135 2.03739 0.00986951 47.9509 137 8.715755 34.351367 14.256813 48.386159
136 2.03714 0.0146602 48.2838 138 8.738874 34.438627 14.283533 48.531550
137 2.03695 0.00908307 48.6453 139 8.719609 34.409540 14.249179 48.386159
138 2.03676 0.00844558 49.0214 140 8.700343 34.380454 14.268265 48.415237
139 2.03649 0.0127499 49.3677 141 8.642546 34.205934 14.287350 48.415237
140 2.03635 0.0175088 49.6845 142 8.627134 34.264107 14.268265 48.531550
141 2.03613 0.00773309 50.0335 143 8.646399 34.176847 14.264448 48.386159
142 2.03595 0.00644713 50.3704 144 8.665665 34.205934 14.272082 48.415237
143 2.03578 0.00842965 50.7213 145 8.665665 34.176847 14.272082 48.531550
144 2.03569 0.0255146 51.0379 146 8.642546 33.973240 14.230094 48.531550
145 2.03542 0.00828849 51.3606 147 8.615574 33.885980 14.233911 48.560628
146 2.03526 0.00703976 51.6852 148 8.607868 33.973240 14.214826 48.531550
147 2.03506 0.0104488 52.0502 149 8.623281 33.973240 14.226277 48.618785
148 2.03477 0.0117832 52.3698 150 8.627134 33.944154 14.188106 48.502472
149 2.03463 0.0143909 53.0068 152 8.623281 33.885980 14.184289 48.560628
150 2.03441 0.00689321 53.3424 153 8.646399 33.885980 14.172838 48.618785
151 2.03425 0.00581699 53.706 154 8.623281 33.798720 14.180472 48.502472
152 2.03405 0.0126525 54.042 155 8.607868 33.885980 14.188106 48.444315
153 2.0339 0.00929357 54.3826 156 8.619427 33.827807 14.176655 48.473393
154 2.03377 0.00726827 54.7308 157 8.634840 33.915067 14.142301 48.386159
155 2.03347 0.012302 55.0863 158 8.642546 33.973240 14.142301 48.328002
156 2.03331 0.010201 55.4338 159 8.665665 34.060500 14.127033 48.211689
157 2.03319 0.00632821 55.8463 160 8.638693 33.973240 14.111764 48.124455
158 2.03303 0.00543545 56.2463 161 8.642546 34.031414 14.169021 48.357081
159 2.03292 0.0101716 56.5844 162 8.630987 34.060500 14.153752 48.328002
160 2.03279 0.0078351 56.9099 163 8.604015 33.915067 14.138484 48.211689
161 2.0326 0.0109865 57.2483 164 8.627134 34.060500 14.100313 48.153533
162 2.03247 0.00847223 57.573 165 8.604015 33.944154 14.157569 48.269846
163 2.03237 0.00695512 57.8938 166 8.607868 33.915067 14.142301 48.240768
164 2.03216 0.0151766 58.2133 167 8.634840 34.031414 14.176655 48.357081
165 2.03205 0.0130453 58.5471 168 8.588602 33.944154 14.100313 48.182611
166 2.03197 0.00536442 58.8648 169 8.615574 34.031414 14.142301 48.240768
167 2.0319 0.00371097 59.1986 170 8.611721 34.002327 14.142301 48.182611
168 2.0318 0.00665458 59.5311 171 8.604015 33.944154 14.165203 48.211689
169 2.03168 0.00736436 59.8463 172 8.623281 34.089587 14.176655 48.211689
170 2.0316 0.0143139 60.5418 174 8.604015 33.973240 14.191923 48.182611
171 2.03145 0.00687267 60.8941 175 8.611721 33.885980 14.146118 48.124455
172 2.03134 0.00415693 61.2398 176 8.584749 33.856894 14.153752 48.153533
173 2.03122 0.00584264 61.5698 177 8.604015 33.856894 14.149935 48.124455
174 2.03118 0.0165635 61.8946 178 8.615574 33.973240 14.172838 48.269846
175 2.03105 0.00639288 62.2454 179 8.607868 33.885980 14.172838 48.269846
176 2.03098 0.00415007 62.6399 180 8.627134 34.002327 14.146118 48.153533
177 2.03091 0.00600164 62.9749 181 8.634840 34.002327 14.165203 48.240768
178 2.03078 0.00741658 63.385 182 8.627134 34.031414 14.169021 48.182611
179 2.03072 0.0104705 64.1226 184 8.677224 34.060500 14.149935 48.095377
180 2.03061 0.00471854 64.4504 185 8.681077 34.089587 14.180472 48.240768
181 2.03054 0.00361848 64.7686 186 8.665665 34.118674 14.180472 48.211689
182 2.03044 0.00628631 65.0892 187 8.642546 34.060500 14.142301 48.153533
183 2.03037 0.00803671 65.4064 188 8.611721 34.060500 14.142301 48.124455
184 2.0303 0.00532879 65.7267 189 8.588602 33.973240 14.134667 48.095377
185 2.0302 0.00474504 66.0453 190 8.607868 33.915067 14.146118 48.066298
186 2.03015 0.00530483 66.3603 191 8.611721 33.944154 14.153752 47.949985
187 2.03008 0.0038015 66.676 192 8.634840 33.973240 14.153752 47.979064
188 2.03002 0.00974615 66.9979 193 8.627134 34.002327 14.138484 48.037220
189 2.02995 0.00418661 67.329 194 8.630987 34.060500 14.138484 48.066298
190 2.02991 0.00394992 67.6612 195 8.627134 34.089587 14.130850 48.066298
191 2.02982 0.00630996 68.0356 196 8.619427 34.060500 14.107947 48.037220
192 2.02977 0.00613366 68.8695 198 8.630987 34.060500 14.142301 48.153533
193 2.02972 0.00385204 69.3262 199 8.638693 34.089587 14.134667 48.095377
194 2.02966 0.00359539 69.6958 200 8.615574 34.002327 14.107947 48.066298
195 2.02962 0.00580357 70.0997 201 8.623281 34.002327 14.111764 48.095377
196 2.02957 0.00357958 70.4323 202 8.615574 34.031414 14.111764 48.095377
197 2.02951 0.00346402 70.8584 203 8.596309 34.060500 14.134667 48.066298
198 2.02947 0.00502514 71.2018 204 8.600162 34.089587 14.115581 48.008142
199 2.02941 0.00359457 71.6776 205 8.604015 34.060500 14.092679 47.979064
200 2.02935 0.00674816 72.0745 206 8.604015 34.031414 14.069776 47.979064
201 2.02928 0.00427696 72.4175 207 8.654105 34.089587 14.085045 47.979064
202 2.02924 0.0032082 72.8449 208 8.665665 34.031414 14.088862 47.949985
203 2.0292 0.00505658 73.2634 209 8.642546 33.973240 14.104130 47.979064
204 2.02916 0.00467906 73.64 210 8.642546 33.944154 14.119398 47.949985
205 2.02913 0.00368927 74.0606 211 8.627134 33.885980 14.107947 47.979064
206 2.02908 0.00654041 74.398 212 8.646399 34.031414 14.111764 47.920907
207 2.02905 0.00526668 74.718 213 8.665665 34.089587 14.123216 47.920907
208 2.02903 0.00315202 75.0379 214 8.654105 34.031414 14.104130 47.891829
209 2.02899 0.00232337 75.3814 215 8.646399 34.002327 14.130850 47.979064
210 2.02897 0.00369128 75.7486 216 8.638693 33.973240 14.119398 47.949985
211 2.02894 0.00513696 76.0959 217 8.630987 33.973240 14.107947 48.008142
212 2.02891 0.00252855 76.4352 218 8.627134 33.973240 14.100313 47.949985
213 2.02889 0.00231963 76.8348 219 8.627134 33.973240 14.104130 47.949985
214 2.02886 0.00294689 77.1775 220 8.657959 34.031414 14.115581 48.008142
215 2.02885 0.00750469 77.5069 221 8.665665 34.060500 14.104130 47.891829
216 2.02882 0.00246761 77.8599 222 8.646399 34.031414 14.115581 47.920907
217 2.02881 0.00181302 78.1882 223 8.650252 34.002327 14.119398 47.949985
218 2.02879 0.00218568 78.5292 224 8.650252 33.944154 14.111764 47.891829
219 2.02878 0.00414829 78.8754 225 8.630987 33.973240 14.142301 47.920907
220 2.02876 0.00196702 79.2878 226 8.646399 33.973240 14.138484 47.920907
221 2.02874 0.00164743 79.6439 227 8.646399 33.973240 14.146118 47.891829
222 2.02872 0.00232992 80.0329 228 8.650252 34.002327 14.142301 47.862751
223 2.02871 0.00499938 80.3657 229 8.650252 34.031414 14.138484 47.891829
224 2.02869 0.00215032 80.6799 230 8.634840 33.944154 14.142301 47.891829
225 2.02868 0.00166114 81.1146 231 8.634840 33.944154 14.149935 47.949985
226 2.02867 0.00211369 81.4676 232 8.642546 33.944154 14.149935 47.949985
227 2.02866 0.00485262 81.8241 233 8.646399 34.060500 14.176655 48.037220
228 2.02864 0.00180432 82.2645 234 8.642546 33.973240 14.165203 47.979064
229 2.02863 0.00138913 82.7171 235 8.623281 33.973240 14.149935 47.920907
230 2.02862 0.00167193 83.1353 236 8.630987 34.002327 14.157569 48.008142
231 2.02861 0.0029002 83.5754 237 8.642546 34.060500 14.161386 48.066298
232 2.02859 0.00201399 83.9248 238 8.627134 33.944154 14.146118 47.979064
233 2.02858 0.00162807 84.2758 239 8.623281 33.944154 14.142301 48.008142
234 2.02856 0.00335439 84.618 240 8.642546 33.973240 14.165203 48.066298
235 2.02855 0.00396745 85.0126 241 8.634840 33.973240 14.142301 47.979064
236 2.02854 0.00145598 85.3432 242 8.630987 34.002327 14.157569 48.008142
237 2.02854 0.001072 85.6834 243 8.630987 34.002327 14.157569 48.008142
238 2.02853 0.00151192 86.0089 244 8.619427 34.002327 14.157569 48.066298
239 2.02852 0.00206792 86.3632 245 8.627134 34.002327 14.146118 48.008142
240 2.02851 0.00272046 87.0136 247 8.650252 34.002327 14.153752 48.037220
241 2.0285 0.00144829 87.3683 248 8.623281 34.002327 14.146118 48.037220
242 2.02849 0.00112921 87.7114 249 8.623281 34.002327 14.134667 48.037220
243 2.02849 0.00210345 88.0527 250 8.630987 33.944154 14.130850 48.037220
244 2.02848 0.00235721 88.4022 251 8.623281 33.944154 14.130850 48.008142
245 2.02847 0.001575 88.7762 252 8.623281 33.944154 14.130850 48.008142
246 2.02846 0.00188176 89.1407 253 8.630987 33.915067 14.127033 48.008142
247 2.02846 0.0019637 89.5307 254 8.615574 33.915067 14.146118 48.037220
248 2.02845 0.00134682 89.9999 255 8.619427 33.915067 14.146118 48.008142
249 2.02844 0.00108742 90.3509 256 8.619427 33.944154 14.123216 47.949985
250 2.02844 0.00207234 90.7519 257 8.611721 33.885980 14.127033 47.949985
251 2.02844 0.00160825 91.1065 258 8.627134 33.944154 14.119398 47.920907
252 2.02843 0.00192943 91.4784 259 8.642546 33.944154 14.111764 47.891829
253 2.02842 0.00155217 91.8686 260 8.634840 33.944154 14.123216 47.949985
254 2.02842 0.00109018 92.2143 261 8.634840 33.944154 14.134667 47.979064
255 2.02841 0.000985198 92.5967 262 8.646399 33.944154 14.123216 47.920907
256 2.02841 0.00143188 93.0651 263 8.634840 33.915067 14.130850 47.949985
257 2.0284 0.00168206 93.4529 264 8.638693 33.885980 14.146118 47.979064
258 2.0284 0.00126635 93.9012 265 8.638693 33.915067 14.153752 47.979064
259 2.02839 0.00101016 94.2222 266 8.638693 33.915067 14.146118 47.979064
260 2.02839 0.00105501 94.6454 267 8.638693 33.885980 14.153752 47.979064
261 2.02839 0.00186081 95.0659 268 8.642546 33.915067 14.153752 47.979064
262 2.02838 0.00115288 95.4048 269 8.646399 33.944154 14.153752 48.008142
263 2.02838 0.00089124 95.7306 270 8.646399 33.944154 14.153752 48.008142
264 2.02838 0.00113742 96.0491 271 8.646399 33.973240 14.149935 47.979064
265 2.02837 0.000991789 96.3672 272 8.634840 33.973240 14.142301 47.979064
266 2.02837 0.00102889 96.7165 273 8.630987 33.944154 14.142301 47.979064
267 2.02837 0.000942575 97.0923 274 8.630987 33.944154 14.142301 47.979064
268 2.02837 0.000991838 97.4346 275 8.627134 33.915067 14.142301 47.979064
269 2.02836 0.00128259 97.908 276 8.615574 33.944154 14.146118 47.979064
270 2.02836 0.000844259 98.2642 277 8.615574 33.973240 14.146118 47.979064
271 2.02836 0.000634114 98.6102 278 8.638693 33.973240 14.153752 47.979064
272 2.02836 0.000817749 98.9369 279 8.615574 33.944154 14.149935 48.008142
273 2.02835 0.000636671 99.2953 280 8.615574 33.944154 14.138484 48.008142
274 2.02835 0.00172358 99.6284 281 8.615574 33.915067 14.127033 48.008142
275 2.02835 0.000558672 99.9532 282 8.615574 33.915067 14.127033 48.008142
276 2.02835 0.000612138 100.272 283 8.611721 33.885980 14.127033 48.008142
277 2.02835 0.000772996 100.586 284 8.630987 33.885980 14.127033 48.008142
278 2.02835 0.00130644 101.218 286 8.630987 33.885980 14.127033 48.008142
279 2.02834 0.000734232 101.553 287 8.630987 33.885980 14.127033 48.008142
280 2.02834 0.000523724 101.965 288 8.619427 33.915067 14.127033 48.008142
281 2.02834 0.00135319 102.295 289 8.615574 33.915067 14.127033 48.008142
282 2.02834 0.00056843 102.618 290 8.615574 33.915067 14.127033 48.008142
283 2.02834 0.000547083 102.957 291 8.619427 33.915067 14.127033 48.008142
284 2.02834 0.000715047 103.277 292 8.619427 33.915067 14.127033 48.008142
285 2.02834 0.000835494 103.6 293 8.619427 33.915067 14.119398 47.979064
286 2.02833 0.000836738 104.228 295 8.619427 33.915067 14.104130 47.920907
287 2.02833 0.000461778 104.537 296 8.634840 33.944154 14.104130 47.920907
288 2.02833 0.000428638 104.856 297 8.642546 33.944154 14.111764 47.949985
289 2.02833 0.000951115 105.176 298 8.646399 33.944154 14.115581 47.979064
290 2.02833 0.000518479 105.503 299 8.646399 33.973240 14.123216 47.979064
291 2.02833 0.000387736 105.858 300 8.646399 33.973240 14.123216 47.979064
292 2.02833 0.000695402 106.196 301 8.627134 33.944154 14.119398 47.979064
293 2.02833 0.00049418 106.552 302 8.627134 33.944154 14.119398 47.979064
294 2.02833 0.000464839 106.886 303 8.627134 33.915067 14.123216 48.008142
295 2.02833 0.000960762 107.258 304 8.623281 33.915067 14.123216 48.008142
296 2.02833 0.000491209 107.638 305 8.627134 33.915067 14.115581 47.979064
297 2.02832 0.000473756 107.982 306 8.627134 33.915067 14.115581 47.979064
298 2.02832 0.000520184 108.324 307 8.627134 33.915067 14.115581 47.979064
299 2.02832 0.00144647 108.695 308 8.623281 33.915067 14.111764 47.949985
300 2.02832 0.000400964 109.024 309 8.619427 33.885980 14.115581 47.979064
301 2.02832 0.000264496 109.34 310 8.627134 33.915067 14.119398 48.008142
302 2.02832 0.000359621 109.659 311 8.615574 33.885980 14.119398 48.008142
303 2.02832 0.00093173 109.979 312 8.623281 33.944154 14.115581 47.979064
304 2.02832 0.00055505 110.293 313 8.611721 33.944154 14.115581 47.979064
305 2.02832 0.000300952 110.621 314 8.607868 33.915067 14.115581 47.979064
306 2.02832 0.000594437 110.94 315 8.623281 33.915067 14.115581 47.979064
307 2.02832 0.000302457 111.257 316 8.623281 33.915067 14.123216 47.979064
308 2.02832 0.00027188 111.603 317 8.623281 33.915067 14.123216 47.979064
309 2.02832 0.000350131 111.927 318 8.623281 33.915067 14.119398 47.949985
310 2.02832 0.00060075 112.374 319 8.634840 33.915067 14.123216 47.979064
311 2.02832 0.000513278 112.742 320 8.619427 33.915067 14.130850 47.979064
312 2.02832 0.000298365 113.073 321 8.619427 33.915067 14.130850 47.979064
313 2.02832 0.00030665 113.405 322 8.619427 33.915067 14.130850 47.979064
314 2.02832 0.000466929 113.724 323 8.619427 33.915067 14.127033 47.979064
315 2.02832 0.000281469 114.051 324 8.619427 33.915067 14.127033 47.979064
316 2.02832 0.000270086 114.391 325 8.619427 33.915067 14.138484 48.037220
317 2.02831 0.000621286 114.735 326 8.619427 33.915067 14.138484 48.037220
318 2.02831 0.000355876 115.071 327 8.619427 33.915067 14.138484 48.037220
319 2.02831 0.000259417 115.427 328 8.619427 33.915067 14.127033 47.979064
320 2.02831 0.000386846 115.769 329 8.615574 33.885980 14.127033 47.979064
321 2.02831 0.000275356 116.109 330 8.615574 33.885980 14.127033 47.979064
322 2.02831 0.00028496 116.45 331 8.615574 33.885980 14.127033 47.979064
323 2.02831 0.000418692 116.773 332 8.615574 33.885980 14.134667 47.979064
324 2.02831 0.00028405 117.096 333 8.600162 33.885980 14.127033 47.949985
325 2.02831 0.000227285 117.504 334 8.600162 33.885980 14.123216 47.949985
326 2.02831 0.000286425 117.834 335 8.623281 33.915067 14.127033 47.949985
327 2.02831 0.000579107 118.195 336 8.619427 33.915067 14.119398 47.920907
328 2.02831 0.000296549 118.521 337 8.615574 33.885980 14.127033 47.949985
329 2.02831 0.000193374 118.849 338 8.623281 33.915067 14.127033 47.949985
330 2.02831 0.000212692 119.168 339 8.627134 33.944154 14.130850 47.979064
331 2.02831 0.000862853 119.492 340 8.611721 33.944154 14.127033 47.949985
332 2.02831 0.000193189 119.854 341 8.607868 33.915067 14.127033 47.949985
333 2.02831 0.000182428 120.199 342 8.607868 33.915067 14.130850 47.979064
334 2.02831 0.00030832 120.525 343 8.607868 33.915067 14.130850 47.979064
335 2.02831 0.000444598 120.872 344 8.627134 33.915067 14.130850 47.979064
